# Poseidon2 UltraHonk transcript parity fixture (bb.js)
# format: name|digest_hex|challenge_lo_hex|challenge_hi_hex|input_fields_hex_csv
alpha_round_10|061ea128bde1fd05933db6391f8accdbec99d2a91d75e898b6e571874ffad872|00000000000000000000000000000000ec99d2a91d75e898b6e571874ffad872|00000000000000000000000000000000061ea128bde1fd05933db6391f8accdb|12ea1a6c4f0d06c1ad98142e20a712cf33f38c557cd4274eceeecaa1f0bc8875
alpha_round_11|2f49afe879771c9371149df2fe804d7b4b4a0563eedab2acd07a6d45276951fb|000000000000000000000000000000004b4a0563eedab2acd07a6d45276951fb|000000000000000000000000000000002f49afe879771c9371149df2fe804d7b|061ea128bde1fd05933db6391f8accdbec99d2a91d75e898b6e571874ffad872
alpha_round_last|25b38fbeb7b0fb99850a82648062873f2a0646e5db98bf40eae0789eb30d66a8|000000000000000000000000000000002a0646e5db98bf40eae0789eb30d66a8|0000000000000000000000000000000025b38fbeb7b0fb99850a82648062873f|2f49afe879771c9371149df2fe804d7b4b4a0563eedab2acd07a6d45276951fb
gate_round_0|0c07ba24bfd9f51d0f8f7172fb5773d3258e7bba8fcb3ebcecf56537487f1cb9|00000000000000000000000000000000258e7bba8fcb3ebcecf56537487f1cb9|000000000000000000000000000000000c07ba24bfd9f51d0f8f7172fb5773d3|25b38fbeb7b0fb99850a82648062873f2a0646e5db98bf40eae0789eb30d66a8
gate_round_1|2b77f0a70ab5db51bf0090ec4652d46ead5b56a77a2b1888c08c5c982b7a0a96|00000000000000000000000000000000ad5b56a77a2b1888c08c5c982b7a0a96|000000000000000000000000000000002b77f0a70ab5db51bf0090ec4652d46e|0c07ba24bfd9f51d0f8f7172fb5773d3258e7bba8fcb3ebcecf56537487f1cb9
gate_round_2|2d9023ae1e1920ee634c4927d97c9bc3003f7ac7e769713173c6d0295bf4e53c|00000000000000000000000000000000003f7ac7e769713173c6d0295bf4e53c|000000000000000000000000000000002d9023ae1e1920ee634c4927d97c9bc3|2b77f0a70ab5db51bf0090ec4652d46ead5b56a77a2b1888c08c5c982b7a0a96
gate_round_3|138e89429615f5dd3f158722f9eebf65a7536261a8c02feebf356a0cc9c9352b|00000000000000000000000000000000a7536261a8c02feebf356a0cc9c9352b|00000000000000000000000000000000138e89429615f5dd3f158722f9eebf65|2d9023ae1e1920ee634c4927d97c9bc3003f7ac7e769713173c6d0295bf4e53c
gate_round_4|02cd7816d112fbd254f57ff0ce450f45e3e8443144b538b05ae39130c32f0c1e|00000000000000000000000000000000e3e8443144b538b05ae39130c32f0c1e|0000000000000000000000000000000002cd7816d112fbd254f57ff0ce450f45|138e89429615f5dd3f158722f9eebf65a7536261a8c02feebf356a0cc9c9352b
gate_round_5|01ef1d4c333ecfdf3a5fe5a3e3ae5f195a1a2a5641419940b84d6c70bfa0ce09|000000000000000000000000000000005a1a2a5641419940b84d6c70bfa0ce09|0000000000000000000000000000000001ef1d4c333ecfdf3a5fe5a3e3ae5f19|02cd7816d112fbd254f57ff0ce450f45e3e8443144b538b05ae39130c32f0c1e
gate_round_6|13e682cf372ee7c45f1395f0085236c77b049c69c996696d827b2122b2596997|000000000000000000000000000000007b049c69c996696d827b2122b2596997|0000000000000000000000000000000013e682cf372ee7c45f1395f0085236c7|01ef1d4c333ecfdf3a5fe5a3e3ae5f195a1a2a5641419940b84d6c70bfa0ce09
gate_round_7|1f9ce232ccbea7b6b2f1d546a4ac7d0388f1a705153df42c8a5d26061637c44e|0000000000000000000000000000000088f1a705153df42c8a5d26061637c44e|000000000000000000000000000000001f9ce232ccbea7b6b2f1d546a4ac7d03|13e682cf372ee7c45f1395f0085236c77b049c69c996696d827b2122b2596997
gate_round_8|0ca6999f8e4fedf6adc7a3ef4cbe9e11599e38728bbb48d47907fe06b05fdf2f|00000000000000000000000000000000599e38728bbb48d47907fe06b05fdf2f|000000000000000000000000000000000ca6999f8e4fedf6adc7a3ef4cbe9e11|1f9ce232ccbea7b6b2f1d546a4ac7d0388f1a705153df42c8a5d26061637c44e
gate_round_9|2efba036ec81afa1632ed8f080408f845f00632fc3a394482101eddd053f0e0d|000000000000000000000000000000005f00632fc3a394482101eddd053f0e0d|000000000000000000000000000000002efba036ec81afa1632ed8f080408f84|0ca6999f8e4fedf6adc7a3ef4cbe9e11599e38728bbb48d47907fe06b05fdf2f
gate_round_10|13dee596b90b60a3336eb7dd73704052b6a82467f50553d6ac048915ff8409f5|00000000000000000000000000000000b6a82467f50553d6ac048915ff8409f5|0000000000000000000000000000000013dee596b90b60a3336eb7dd73704052|2efba036ec81afa1632ed8f080408f845f00632fc3a394482101eddd053f0e0d
gate_round_11|038d51c2e21eacf3593eff37c76f5a9f9c06ba85872e62e4946b6c621ef0d674|000000000000000000000000000000009c06ba85872e62e4946b6c621ef0d674|00000000000000000000000000000000038d51c2e21eacf3593eff37c76f5a9f|13dee596b90b60a3336eb7dd73704052b6a82467f50553d6ac048915ff8409f5
gate_round_12|12250874f3ca1064b81a596b573d3243de34c8928bbfdf2330cf1184e45fea48|00000000000000000000000000000000de34c8928bbfdf2330cf1184e45fea48|0000000000000000000000000000000012250874f3ca1064b81a596b573d3243|038d51c2e21eacf3593eff37c76f5a9f9c06ba85872e62e4946b6c621ef0d674
gate_round_13|2efc91085bc17a339582831a7cf16eb60c588c572ae71c917b16eebe2681169b|000000000000000000000000000000000c588c572ae71c917b16eebe2681169b|000000000000000000000000000000002efc91085bc17a339582831a7cf16eb6|12250874f3ca1064b81a596b573d3243de34c8928bbfdf2330cf1184e45fea48
gate_round_14|1e71ad700afdc2cf396e90a0fcd053eebaa770dd437b645e639c3ec998278fd6|00000000000000000000000000000000baa770dd437b645e639c3ec998278fd6|000000000000000000000000000000001e71ad700afdc2cf396e90a0fcd053ee|2efc91085bc17a339582831a7cf16eb60c588c572ae71c917b16eebe2681169b
gate_round_15|05120be69170fb385891b26ac4e02426b8ab6e3f31fbcd38ae6b4c5d36228151|00000000000000000000000000000000b8ab6e3f31fbcd38ae6b4c5d36228151|0000000000000000000000000000000005120be69170fb385891b26ac4e02426|1e71ad700afdc2cf396e90a0fcd053eebaa770dd437b645e639c3ec998278fd6
gate_round_16|10db389f421e843817478bab9d2a651a60cb0d45d591fe5a792b4a9bb0d79e5a|0000000000000000000000000000000060cb0d45d591fe5a792b4a9bb0d79e5a|0000000000000000000000000000000010db389f421e843817478bab9d2a651a|05120be69170fb385891b26ac4e02426b8ab6e3f31fbcd38ae6b4c5d36228151
gate_round_17|27a057304668ca38c104dd43197d8c5126e153d27d8f9048b99bbc194d7d6fb3|0000000000000000000000000000000026e153d27d8f9048b99bbc194d7d6fb3|0000000000000000000000000000000027a057304668ca38c104dd43197d8c51|10db389f421e843817478bab9d2a651a60cb0d45d591fe5a792b4a9bb0d79e5a
gate_round_18|1519e1f98397dd112dc9f5c31e3acee21f10dc49160a0b084fb3850d31d7ae8d|000000000000000000000000000000001f10dc49160a0b084fb3850d31d7ae8d|000000000000000000000000000000001519e1f98397dd112dc9f5c31e3acee2|27a057304668ca38c104dd43197d8c5126e153d27d8f9048b99bbc194d7d6fb3
gate_round_19|1b71cfd02df7faa4cef757993634e9fa2d7d857e787d18e665f17ea963a57fca|000000000000000000000000000000002d7d857e787d18e665f17ea963a57fca|000000000000000000000000000000001b71cfd02df7faa4cef757993634e9fa|1519e1f98397dd112dc9f5c31e3acee21f10dc49160a0b084fb3850d31d7ae8d
gate_round_20|1a8729d2095ffdf35a2705680c7272ebbf1c49c5edbf36b899229767ea6f84ba|00000000000000000000000000000000bf1c49c5edbf36b899229767ea6f84ba|000000000000000000000000000000001a8729d2095ffdf35a2705680c7272eb|1b71cfd02df7faa4cef757993634e9fa2d7d857e787d18e665f17ea963a57fca
gate_round_21|26f09fdbbefcef56d466e9acc70113157bf5eed11e38efb2c650426f3b27288b|000000000000000000000000000000007bf5eed11e38efb2c650426f3b27288b|0000000000000000000000000000000026f09fdbbefcef56d466e9acc7011315|1a8729d2095ffdf35a2705680c7272ebbf1c49c5edbf36b899229767ea6f84ba
gate_round_22|240e66ff924bc37d01917685708afc7d00723155327ac817d360ddb6d3aba10a|0000000000000000000000000000000000723155327ac817d360ddb6d3aba10a|00000000000000000000000000000000240e66ff924bc37d01917685708afc7d|26f09fdbbefcef56d466e9acc70113157bf5eed11e38efb2c650426f3b27288b
gate_round_23|0276fe8726d7f40c109d2dea951692dc5d1a7139c34a2c636c9ae45df1c256db|000000000000000000000000000000005d1a7139c34a2c636c9ae45df1c256db|000000000000000000000000000000000276fe8726d7f40c109d2dea951692dc|240e66ff924bc37d01917685708afc7d00723155327ac817d360ddb6d3aba10a
gate_round_24|21c92311ae9b98a8c2f1674374a2701437fec52b5aed801fe8c0c971b941e678|0000000000000000000000000000000037fec52b5aed801fe8c0c971b941e678|0000000000000000000000000000000021c92311ae9b98a8c2f1674374a27014|0276fe8726d7f40c109d2dea951692dc5d1a7139c34a2c636c9ae45df1c256db
gate_round_25|210f124933e62d8f4a41e6ec56fb5cdaf1fc5d5d36ffcde348625c1f4da2156a|00000000000000000000000000000000f1fc5d5d36ffcde348625c1f4da2156a|00000000000000000000000000000000210f124933e62d8f4a41e6ec56fb5cda|21c92311ae9b98a8c2f1674374a2701437fec52b5aed801fe8c0c971b941e678
gate_round_26|1275942b9254649530b1b2944791aafa37c7d42a2b9c16b650cf756b681e28ec|0000000000000000000000000000000037c7d42a2b9c16b650cf756b681e28ec|000000000000000000000000000000001275942b9254649530b1b2944791aafa|210f124933e62d8f4a41e6ec56fb5cdaf1fc5d5d36ffcde348625c1f4da2156a
gate_round_27|0841432b4fb481f20a680e117ea6367367492ca0963358e08d000c0733403efc|0000000000000000000000000000000067492ca0963358e08d000c0733403efc|000000000000000000000000000000000841432b4fb481f20a680e117ea63673|1275942b9254649530b1b2944791aafa37c7d42a2b9c16b650cf756b681e28ec
sumcheck_round_0|02257c53ba8b0126cddc008fc8d2da04f321da555d24090d47a566e4bc53e6cd|00000000000000000000000000000000f321da555d24090d47a566e4bc53e6cd|0000000000000000000000000000000002257c53ba8b0126cddc008fc8d2da04|0841432b4fb481f20a680e117ea6367367492ca0963358e08d000c0733403efc,2d73cf8214e37c05a51b046ee03ac0d679cb1eef5d51803d99ebd20a7d6b4ef5,02f07ef0cc4e242413354147a1469786ae68c9591c67f053a9f623897294b10c,041d07ca74b144955e15b3bed7333c95c4020bd96989da126b442331de426f29,2b6f89016588cdb46a9e82144bdaf7b6ac16ad22ca80e0473d053a657affcf89,2253d93150c68ea2e5d98edfeb06c8780a6dfc07ffed0563e458f997aa906ede,1cdbee525199ee61f84b80bd7d23b8eb4e8b68c94dc6d08caff13415337e0634,2f6b1acdf7d6339bac252628064a6528e74f64aa8e42331a477845f06000d425,0b1bd5c9f714c719fdc3cd9a06de06ce56edead6bceb5abe51ba25a07cf8bc49
sumcheck_round_1|167767e149eddb081088e9fa9d6531c603b4f0b73b73208531fbcb8b177c84e2|0000000000000000000000000000000003b4f0b73b73208531fbcb8b177c84e2|00000000000000000000000000000000167767e149eddb081088e9fa9d6531c6|02257c53ba8b0126cddc008fc8d2da04f321da555d24090d47a566e4bc53e6cd,02726a197ef94cd5b665ed622e23e5feb3d6f391703b7f2ac8b55c1658539c23,11c11a197255b5b2a5cbee31faeee68f296181d2b355a9c00e0120388e266d2b,214f1666cd31d9282f3f6c63e01b7f22c859efd8cd244e90e646e128c5ee298c,03313298fa4c8b8bc098d55af75f86a67c8c7b685c354d81f104df70d5a3a5bc,06007f57977dad5dd703cdad55d3af8088d134527e28e4f214c694b65f4ac076,16c975f863e683bd878640ef300cabfd79093e28e42a2b4e5ae857dafd837d79,2613d34cdaab5a241d4d8cf4d827c9b530a51ec5ccc326e3c4867709eeeda33c,1a5704bb3834d60e0b7a85f87c2f77ed5ace388c82c26bff8831815e79c0fd41
sumcheck_round_2|0af9a83daadaadfc439d96cf4003d65318472aa966fb3f5ec55cf8b8ee82f0b0|0000000000000000000000000000000018472aa966fb3f5ec55cf8b8ee82f0b0|000000000000000000000000000000000af9a83daadaadfc439d96cf4003d653|167767e149eddb081088e9fa9d6531c603b4f0b73b73208531fbcb8b177c84e2,2d89629290734f95e7522841bf0c982c8635b696937f1ec56de43deb75235d49,05763c9c1e99413901eda7ae762e4bd475c5c90313f08f726b2be2ef7d820b2f,29bb398b7f47dd37c91194bf9d927c254c3a7cd94b820f7893b19275feb7aedb,2c4ee7fc889b8e7cc3c983c49c7af69acd31eed4163e25df12ada1cff5ff91ef,1b272a234ca046f8e0bb4d8c7da562ebcf668272fd9a1cc1c8ddd1240ad10bc1,19f86c91a5d5e7279b84c9c7060ca28369a52b8298de5206aa4fafe1a1aff6d8,0dbe13934d0d48041bbbddffe245dbeece01cc3d7d60f3176d3c2169129d38cc,123fec7331a88b74ff330288a435927197581df4d04c451a7f619a37aea2bf66
sumcheck_round_3|1d98bd30a9a32c7104aaa3a71bf59c743495b3d07974784304ba1bc7e970bcdf|000000000000000000000000000000003495b3d07974784304ba1bc7e970bcdf|000000000000000000000000000000001d98bd30a9a32c7104aaa3a71bf59c74|0af9a83daadaadfc439d96cf4003d65318472aa966fb3f5ec55cf8b8ee82f0b0,0da05322e83b07fd2a1debcbbf716d71aa1eb27d399481a7eb646b6696a04b53,2ff532cdfb96cd342f2826c52333d2e1544d81512646a134d9c75f93423a90d4,0ff2ee2db0889aba602c9162df6ff4ded63e1b51538dc05b3134c5f6cca556bb,1aff1bb31b91bda99aa41379913d9deacaeb2d1898573551e6e21febbee46e5a,000f4ed5012ebfee4614d7143752fb4043284fc811e77a01dad291fff2ded4a5,16299a73f95bfb817724fb916295de3833bd2da63d01349da350441e4ca0f247,25d4bac3c8423875387b68139d6adda7ead6b260c71d525050c97f1813fc516b,08bae869cb62c2e5c57ee7b6f95cefe8133fbdabd07b9626a492c0af9d83be12
sumcheck_round_4|1eb6006b24f7d6b09671c2da425250b58bd7cebe726ea8c8ab49b3b993638f41|000000000000000000000000000000008bd7cebe726ea8c8ab49b3b993638f41|000000000000000000000000000000001eb6006b24f7d6b09671c2da425250b5|1d98bd30a9a32c7104aaa3a71bf59c743495b3d07974784304ba1bc7e970bcdf,25f720c00aa35f1506372f706ff5ffa77f1d42d72a042ca416041c52f110bcf1,02c46a413e6ad0ef682dc1b0b6f728bdb7edf6aa39752892f3cfb2b6ac85eb78,10d56535842d9e240ae8eaddfcf30bea92a1e73c0777b5a2c45d72c709d38557,10759d695caf9e6b66d97d53aa39c01a87169c06228bbedab198a5b351cdf0a6,161a1bb54b61165a26d83bd5252919d82991ed04fc6e895f99fb7baec51a7851,00e29f40966d0d0cc9c20022cc91ace944b3eb3078e8063273335ee53a22fc02,241a72c07e6da740ec6da8c0ff97e58863069e9b6f05d23bf661ae9932e9f26b,23e353cc3f4f7c27ed7e6c86b4dfe6b54d3eb22cd9612beee277071666b60209
sumcheck_round_5|2177deab87644f750013e4ebb2378ecc1040aa77d80c6b257145c0e8ea9d07f1|000000000000000000000000000000001040aa77d80c6b257145c0e8ea9d07f1|000000000000000000000000000000002177deab87644f750013e4ebb2378ecc|1eb6006b24f7d6b09671c2da425250b58bd7cebe726ea8c8ab49b3b993638f41,116fd9e88cbea8907d5c369a4da1d834992248d2aa45f57ff9278d08867cee54,00918c0be7d872c03916bd435f952a8b1b9c806e143059306e3a294cb7b233ed,0fdcb286140d64d00557dfc6361bf0a8662fce96cbbde7c53cdec686b6811a5a,2d8bfb7d70b4c025adbcfda7972e856773050e9b1881da2b4dc8918fe6621aca,1b5a818c6e0ef063b8f70d11c63bd8e5df99023752931beb035bcd689ac83f93,09408d9b68f2331bd06b627ae48a024dc0336ddbc96d02a9bf389ba4391227b8,14ec6794187f71fdb37a9f69f8878e5889752ea0ddad88b43ebe9d72a9e1dab8,1efb40dbf2e32b81c9312fe7fcf177975a87aa24003fcb3f49dbc7767702ab49
sumcheck_round_6|2e5f35b044ddcbfc1760841ccf53d79abeabd5041c16b2f2db75becfe87024dc|00000000000000000000000000000000beabd5041c16b2f2db75becfe87024dc|000000000000000000000000000000002e5f35b044ddcbfc1760841ccf53d79a|2177deab87644f750013e4ebb2378ecc1040aa77d80c6b257145c0e8ea9d07f1,28b78eddcd58b3137bd33377de90aba20c55ae5c1ca5a3662f16dce979ca0941,157fed2398fa26003274f56f25f52a04b01d07666f2ecaaa694bef58e7e36664,2721eb01849319d3a75c9a20b7cad70c1755b6e1674accae327567cc0c01cd9f,2229c3286c57f728dc6a2b43d89efcf5205c63a56d774f61beddedb5600d1db2,1ea1aeb9c788540e3fa8f897dc1280fabe6271d2a334a6a8a876f9a1a281e30d,15407f72b294710a3eb5acecc0337f4f58818772541dd7c38c567b4f2a967661,101dee3e226402c06025402dceae3578db7b18baa71626e6bfca9e4b63471287,26051ee0c846e0b97a2204f791f31e308a4d32026f74d45fc8d4741140d53165
sumcheck_round_7|2b5271de5a414b9ebddb4885da3a9cf871176bf40fc17409ee08095ba4e2ebc8|0000000000000000000000000000000071176bf40fc17409ee08095ba4e2ebc8|000000000000000000000000000000002b5271de5a414b9ebddb4885da3a9cf8|2e5f35b044ddcbfc1760841ccf53d79abeabd5041c16b2f2db75becfe87024dc,1286199941c5a1802162f5ddb9adf6283b94051ccabb58fdd8f984e81fc19ff2,1544bb706de4ae68d760974da9d0a934a9f22adb384227ea47cba39b15eb7a00,03335764236d7a209f4a4252d60271b533af9ae83e08f84c4d622a96d3cde14b,1a116224a93c3d576a15c6d92d43f23e0007a1408e7a13f0c09ebcc2e5a33fd2,0cd6d9dc79c70393579c5b24b1247a4ba2d0597fd4831daedf82046a983e88b0,203f9cbe6823f9e972c1ccb9a76c2504de4e208e53d2873b742ae20fb8ff5642,2d50b3c34cd2979a83d5e1be54ccc400abf8db473845de13470247d190556d13,1e6b3be64a17960e3783fcff9b0361b216728c67009778c0644c9066c570492e
sumcheck_round_8|1bf0308bc9da28e4aabf5369ea2444b742e5ac32c5762edacd61cb25fc3ae307|0000000000000000000000000000000042e5ac32c5762edacd61cb25fc3ae307|000000000000000000000000000000001bf0308bc9da28e4aabf5369ea2444b7|2b5271de5a414b9ebddb4885da3a9cf871176bf40fc17409ee08095ba4e2ebc8,2053dfb01639b1509bb37ede22aca3d11c2bb5e60c941dad6ec23b811b59286b,07f138e2465dcfb5bafc0763b7df7b18071050d46f943b54b13ecf2c2182022e,0e5e9d223cff9749b6e38bfe992c777c16625ad77127574fc4a4c48b70641f43,09e19199ccc211103003a4e31598ecc08ede4aa3e574da0615fdc34894f5c221,004700cff200c9f39ea7b01651bcad459ca91725c2b341421f9c49fb275950aa,29d4ab2acedd55b7bae4dc7c9e5498e51cbac0f34ea17f439da9bd0045571a53,2e90849825419c45d7aa357e16c3690b606e11ea872031c1adab4067a29ba2b5,1aea04430d7d0680266a74850d948c05184d9bbcc8bd29ecfcf0cf1050d6bd12
sumcheck_round_9|021db68161b9cc684261f902893b833a8712531e2fbdcaa65a436944bb69ab07|000000000000000000000000000000008712531e2fbdcaa65a436944bb69ab07|00000000000000000000000000000000021db68161b9cc684261f902893b833a|1bf0308bc9da28e4aabf5369ea2444b742e5ac32c5762edacd61cb25fc3ae307,03ec50082da643ea3d8d92b03369c865a93423300e1382c167f22ec2c1118576,0198c8fa701fc7ca117dadda28e4dd47eb24ad348f37259d636aa854662f48e1,1e4fd9e540d656321a2a5af9aa0ee51b517ba931d63a532bcd256cbaed582f3f,05d5e452c4c01a72d3d131fae8544bc6d9dca24ca385da89ac1866aa4e06342e,0daab8679cd8c121a11885c2e5a7f5b82aa79402a166c5fca217e81182dd0e06,17fa3fecb2e0ee54ca51b9db87979bd04661c0f25efdce8cbb3c21675f83ff96,192efa42676649a45ca0175309da972b539f2687b65a2e95edcd015a1f793f43,0df4926c4070330c4c5639a360242c05a4a517029274893111c5607c46685fed
